P.Zeit;;Pyrometer;Pyrometer B;MTC1;MTC2;MTC3;MTC4;Press. abs 1;Press. abs 2;Speed;U RMS;I RMS;Power;Force;Abs Piston Tra.;Rel Piston Tra.;
0:01:12;0:57:57;400;400;21;22;21;21;0,11;4;0,12;0,01;0,03;0,0003;16;35,3;;
0:01:13;0:57:58;400;400;21;22;21;21;0,11;4;0,12;0,01;0,03;0,0003;16;35,31;;
0:01:14;0:57:59;400;400;21;22;21;21;0,11;4;0,12;0;0,03;0;16;35,31;;
0:01:15;0:58:00;400;400;21;22;21;21;0,11;4;0,17;0;0,03;0;16;35,32;;
0:01:16;0:58:01;400;400;21;22;21;21;0,11;4;0,17;0;0,03;0;16;35,32;;
0:01:17;0:58:02;400;400;21;22;21;21;0,11;4;0,17;0;0,03;0;16;35,32;;
0:01:18;0:58:03;400;400;21;22;21;21;0,11;4;0,26;0;0,02;0;16;35,33;;
0:01:19;0:58:04;400;400;21;22;21;21;0,11;4;0,26;0;0,02;0;16;35,33;;
0:01:20;0:58:05;400;400;21;22;21;21;0,11;4;0,26;0;0,02;0;16;35,33;;
0:01:21;0:58:06;400;400;21;22;21;21;0,11;4;0,1;0;0,02;0;16;35,33;;
0:01:22;0:58:07;400;400;21;22;21;21;0,11;4;0,1;0;0,02;0;16;35,33;;
0:01:23;0:58:08;400;400;21;22;21;21;0,11;4;0,1;0;0,02;0;16;35,33;;
0:01:24;0:58:09;400;400;21;22;21;21;0,11;4;0,1;0;0,02;0;16;35,33;;
0:01:25;0:58:10;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,33;;
0:01:26;0:58:11;400;400;21;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,33;;
0:01:27;0:58:12;400;400;21;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,33;;
0:01:28;0:58:13;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,33;;
0:01:29;0:58:14;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,33;;
0:01:30;0:58:15;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,33;;
0:01:31;0:58:16;400;400;21;22;21;21;0,11;4;0,07;0;0,03;0;16;35,33;;
0:01:32;0:58:17;400;400;21;22;21;21;0,11;4;0,07;0;0,02;0;16;35,34;;
0:01:33;0:58:18;400;400;21;22;21;21;0,11;4;0,07;0;0,03;0;16;35,34;;
0:01:34;0:58:19;400;400;21;22;21;21;0,11;4;0,07;0;0,02;0;16;35,34;;
0:01:35;0:58:20;400;400;21;22;21;21;0,11;4;0,09;0;0,02;0;16;35,34;;
0:01:36;0:58:21;400;400;21;22;21;21;0,11;4;0,09;0;0,03;0;16;35,34;;
0:01:37;0:58:22;400;400;21;22;21;21;0,11;4;0,09;0,01;0,02;0,0002;16;35,34;;
0:01:38;0:58:23;400;400;21;22;21;21;0,11;4;0,01;0;0,03;0;16;35,34;;
0:01:39;0:58:24;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,34;;
0:01:40;0:58:25;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,34;;
0:01:41;0:58:26;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,34;;
0:01:42;0:58:27;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,34;;
0:01:43;0:58:28;400;400;21;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,34;;
0:01:44;0:58:29;400;400;21;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,34;;
0:01:45;0:58:30;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,34;;
0:01:46;0:58:31;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,34;;
0:01:47;0:58:32;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,34;;
0:01:48;0:58:33;400;400;21;22;21;21;0,11;4;0,06;0;0,02;0;16;35,34;;
0:01:49;0:58:34;400;400;21;22;21;21;0,11;4;0,06;0;0,02;0;16;35,35;;
0:01:50;0:58:35;400;400;21;22;21;21;0,11;4;0,06;0;0,02;0;16;35,35;;
0:01:51;0:58:36;400;400;21;22;21;21;0,11;4;0,06;0,01;0,02;0,0002;16;35,35;;
0:01:52;0:58:37;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:01:53;0:58:38;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:01:54;0:58:39;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:01:55;0:58:40;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:01:56;0:58:41;400;400;21;22;21;21;0,11;4;0,03;0;0,03;0;16;35,35;;
0:01:57;0:58:42;400;400;21;22;21;21;0,11;4;0,03;0;0,03;0;16;35,35;;
0:01:58;0:58:43;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:01:59;0:58:44;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:02:00;0:58:45;400;400;21;22;21;21;0,11;4;0,03;0;0,02;0;16;35,35;;
0:02:01;0:58:46;400;400;21;22;21;21;0,11;4;0,03;0;0,03;0;16;35,35;;
0:02:02;0:58:47;400;400;21;22;21;21;0,11;4;0,06;0;0,02;0;16;35,35;;
0:02:03;0:58:48;400;400;21;22;21;21;0,11;4;0,06;0;0,03;0;16;35,35;;
0:02:04;0:58:49;400;400;21;22;21;21;0,11;4;0,06;0;0,02;0;16;35,36;;
0:02:05;0:58:50;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,36;;
0:02:06;0:58:51;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,36;;
0:02:07;0:58:52;400;400;21;22;21;21;0,11;4;0,01;0;0,02;0;16;35,36;;
0:02:08;0:58:53;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:09;0:58:54;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:10;0:58:55;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:11;0:58:56;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:12;0:58:57;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:13;0:58:58;400;400;21;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:14;0:58:59;400;400;21;22;21;21;0,11;4;0;0,01;0,03;0,0003;16;35,36;;
0:02:15;0:59:00;400;400;21;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,36;;
0:02:16;0:59:01;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:17;0:59:02;400;400;21;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:18;0:59:03;400;400;21;22;21;21;0,11;4;0;0,01;0,03;0,0003;16;35,36;;
0:02:19;0:59:04;400;400;21;22;21;21;0,11;4;0,02;0,01;0,03;0,0003;16;35,36;;
0:02:20;0:59:05;400;400;21;22;21;21;0,11;4;0,02;0;0,03;0;16;35,36;;
0:02:21;0:59:06;400;400;21;22;21;21;0,11;4;0,02;0;0,02;0;16;35,36;;
0:02:22;0:59:07;400;400;20;22;21;21;0,11;4;-0,02;0,01;0,03;0,0003;16;35,36;;
0:02:23;0:59:08;400;400;20;22;21;21;0,11;4;-0,02;0;0,03;0;16;35,36;;
0:02:24;0:59:09;400;400;20;22;21;21;0,11;4;-0,02;0,01;0,03;0,0003;16;35,36;;
0:02:25;0:59:10;400;400;20;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,36;;
0:02:26;0:59:11;400;400;20;22;21;21;0,11;4;0;0,01;0,02;0,0002;16;35,36;;
0:02:27;0:59:12;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:28;0:59:13;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:29;0:59:14;400;400;20;22;21;21;0,11;4;0;0;0,03;0;16;35,36;;
0:02:30;0:59:15;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:31;0:59:16;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:32;0:59:17;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:33;0:59:18;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:34;0:59:19;400;400;20;22;21;21;0,11;4;0;0;0,02;0;16;35,36;;
0:02:35;0:59:20;400;400;20;22;21;21;0,11;4;0,01;0,01;0,02;0,0002;16;35,36;;
0:02:36;0:59:21;400;400;20;22;21;21;0,11;4;0,01;0;0,02;0;16;35,36;;
0:02:37;0:59:22;400;400;20;22;21;21;0,11;4;0,01;0;0,03;0;16;35,36;;
0:02:38;0:59:23;400;400;20;22;21;21;0,11;4;0,01;0;0,02;0;16;35,36;;
0:02:39;0:59:24;400;400;20;22;21;21;0,11;4;0;0;0,03;0;16;35,36;0;
0:02:40;0:59:25;400;400;20;22;21;21;0,11;4;0;5,9;0,81;4,779;16;35,36;0;
0:02:41;0:59:26;400;400;21;24;22;21;0,11;4;0;5,96;0,89;5,3044;16;35,35;-0,01;
0:02:42;0:59:27;400;400;21;23;22;21;0,11;4;-0,05;5,93;0,93;5,5149;16;35,35;-0,01;
0:02:43;0:59:28;400;400;21;23;22;21;0,11;4;-0,05;5,94;0,96;5,7024;16;35,35;-0,01;
0:02:44;0:59:29;400;400;21;23;22;21;0,11;4;-0,05;5,94;0,97;5,7618;16;35,35;-0,01;
0:02:45;0:59:30;400;400;21;23;22;21;0,11;4;-0,05;5,91;0,99;5,8509;16;35,35;-0,01;
0:02:46;0:59:31;400;400;21;23;22;22;0,11;4;0;5,89;0,99;5,8311;16;35,35;-0,01;
0:02:47;0:59:32;400;400;21;23;22;22;0,11;4;0;5,89;1,01;5,9489;16;35,35;-0,01;
0:02:48;0:59:33;400;400;21;23;22;21;0,11;4;0;5,88;1,02;5,9976;16;35,35;-0,01;
0:02:49;0:59:34;400;400;21;23;22;21;0,12;4;-0,01;5,9;1,03;6,077;16;35,35;-0,01;
0:02:50;0:59:35;400;400;21;23;22;21;0,12;4;-0,01;5,88;1,04;6,1152;16;35,35;-0,01;
0:02:51;0:59:36;400;400;21;23;22;21;0,12;4;-0,01;5,9;1,05;6,195;16;35,35;-0,01;
0:02:52;0:59:37;400;400;21;23;22;21;0,12;4;0,01;5,89;1,07;6,3023;16;35,35;-0,01;
0:02:53;0:59:38;400;400;21;23;22;22;0,12;4;0,01;5,91;1,07;6,3237;16;35,35;-0,01;
0:02:54;0:59:39;400;400;21;23;22;22;0,12;4;0,01;5,91;1,08;6,3828;16;35,35;-0,01;
0:02:55;0:59:40;400;400;21;24;22;22;0,12;4;0;5,88;1,09;6,4092;16;35,35;-0,01;
0:02:56;0:59:41;400;400;21;24;22;22;0,12;4;0;5,88;1,09;6,4092;16;35,35;-0,01;
0:02:57;0:59:42;400;400;21;24;22;21;0,13;4;0;5,88;1,1;6,468;16;35,35;-0,01;
0:02:58;0:59:43;400;400;22;24;22;22;0,13;4;0;5,88;1,11;6,5268;16;35,35;-0,01;
0:02:59;0:59:44;400;400;22;24;22;22;0,13;4;0,01;5,88;1,11;6,5268;16;35,35;-0,01;
0:03:00;0:59:45;400;400;22;24;23;22;0,13;4;0,01;5,92;1,12;6,6304;16;35,36;0;
0:03:01;0:59:46;400;400;22;25;23;21;0,13;4;0,01;5,88;1,13;6,6444;16;35,36;0;
0:03:02;0:59:47;400;400;22;25;23;21;0,13;4;0,01;5,88;1,14;6,7032;16;35,36;0;
0:03:03;0:59:48;400;400;22;25;23;21;0,14;4;0,01;5,87;1,15;6,7505;16;35,36;0;
0:03:04;0:59:49;400;400;22;25;23;22;0,14;4;0,01;5,86;1,15;6,739;16;35,36;0;
0:03:05;0:59:50;400;400;22;25;23;22;0,14;4;0,01;5,87;1,16;6,8092;16;35,36;0;
0:03:06;0:59:51;400;400;22;26;23;22;0,14;4;0,01;5,85;1,17;6,8445;16;35,36;0;
0:03:07;0:59:52;400;400;22;26;23;22;0,14;4;0,01;5,85;1,17;6,8445;16;35,36;0;
0:03:08;0:59:53;400;400;23;26;23;22;0,14;4;0,01;5,88;1,18;6,9384;16;35,37;0,01;
0:03:09;0:59:54;411;400;23;27;23;22;0,15;4;0,21;5,85;1,18;6,903;16;35,37;0,01;
0:03:10;0:59:55;411;400;23;27;23;22;0,15;4;0,21;5,85;1,18;6,903;16;35,38;0,02;
0:03:11;0:59:56;426;406;23;27;23;22;0,15;4;0,21;5,83;1,19;6,9377;16;35,39;0,03;
0:03:12;0:59:57;440;426;23;28;24;21;0,15;4;0,76;5,88;1,19;6,9972;16;35,41;0,05;
0:03:13;0:59:58;440;426;23;28;24;21;0,15;4;0,76;5,88;1,19;6,9972;16;35,42;0,06;
0:03:14;0:59:59;454;436;23;28;24;21;0,16;4;0,76;5,88;0,03;0,1764;16;35,45;0,09;
0:03:15;1:00:00;460;444;23;28;23;21;0,16;4;0,76;0,16;0,24;0,0384;16;35,5;0,14;
0:03:16;1:00:01;460;450;23;28;24;21;0,16;4;1,72;0,16;0,24;0,0384;16;35,53;0,17;
0:03:17;1:00:02;460;455;24;29;24;21;0,16;4;1,72;0,01;0,03;0,0003;16;35,58;0,22;
0:03:18;1:00:03;458;459;24;29;24;21;0,17;4;1,72;0;0,02;0;16;35,63;0,27;
0:03:19;1:00:04;455;462;24;29;24;21;0,17;4;2,3;0;0,02;0;16;35,64;0,28;
0:03:20;1:00:05;455;463;24;30;25;21;0,17;4;2,3;0;0,03;0;16;35,67;0,31;
0:03:21;1:00:06;452;464;25;30;25;21;0,17;4;2,3;0;0,31;0;16;35,7;0,34;
0:03:22;1:00:07;449;464;25;30;25;21;0,17;4;1,39;3,16;0,31;0,9796;16;35,71;0,35;
0:03:23;1:00:08;448;464;25;31;25;21;0,17;4;1,39;3,53;0,38;1,3414;16;35,73;0,37;
0:03:24;1:00:09;448;464;25;31;25;21;0,17;4;1,39;3,82;0,44;1,6808;16;35,74;0,38;
0:03:25;1:00:10;448;463;26;32;26;21;0,18;4;1,39;4,1;0,53;2,173;16;35,75;0,39;
0:03:26;1:00:11;449;463;27;33;27;22;0,18;4;0,79;4,41;0,61;2,6901;16;35,76;0,4;
0:03:27;1:00:12;449;463;27;33;27;22;0,18;4;0,79;4,59;0,67;3,0753;16;35,77;0,41;
0:03:28;1:00:13;452;463;28;34;26;22;0,18;4;0,79;4,76;0,72;3,4272;16;35,77;0,41;
0:03:29;1:00:14;456;464;28;34;27;22;0,18;4;0,31;4,87;0,77;3,7499;16;35,78;0,42;
0:03:30;1:00:15;456;465;28;34;27;22;0,18;4;0,31;4,91;0,79;3,8789;16;35,78;0,42;
0:03:31;1:00:16;460;467;28;35;27;22;0,19;4;0,31;5,03;0,85;4,2755;16;35,78;0,42;
0:03:32;1:00:17;466;469;29;35;27;22;0,19;4;0,11;5,01;0,84;4,2084;16;35,78;0,42;
0:03:33;1:00:18;466;469;29;36;27;22;0,19;4;0,11;4,96;0,81;4,0176;16;35,78;0,42;
0:03:34;1:00:19;471;474;30;36;28;22;0,19;4;0,11;4,96;0,83;4,1168;16;35,79;0,43;
0:03:35;1:00:20;476;477;30;36;28;22;0,19;4;0,11;5,04;0,84;4,2336;16;35,79;0,43;
0:03:36;1:00:21;476;477;30;37;28;22;0,19;4;0,12;4,93;0,8;3,944;16;35,79;0,43;
0:03:37;1:00:22;481;483;31;37;28;22;0,19;4;0,12;4,83;0,78;3,7674;16;35,79;0,43;
0:03:38;1:00:23;485;483;31;37;29;22;0,2;4;0,12;4,83;0,78;3,7674;16;35,8;0,44;
0:03:39;1:00:24;489;486;31;38;29;22;0,2;4;0,23;4,86;0,78;3,7908;16;35,8;0,44;
0:03:40;1:00:25;489;492;31;38;29;22;0,2;4;0,23;4,78;0,76;3,6328;16;35,81;0,45;
0:03:41;1:00:26;493;492;31;38;29;22;0,2;4;0,23;4,78;0,76;3,6328;16;35,81;0,45;
0:03:42;1:00:27;497;495;32;39;30;22;0,2;4;0,23;4,74;0,75;3,555;16;35,82;0,46;
0:03:43;1:00:28;499;500;32;39;30;22;0,2;4;0,38;4,74;0,75;3,555;16;35,83;0,47;
0:03:44;1:00:29;499;500;32;39;30;22;0,2;4;0,38;4,74;0,75;3,555;16;35,84;0,48;
0:03:45;1:00:30;503;503;33;40;30;22;0,2;4;0,38;4,67;0,73;3,4091;16;35,84;0,48;
0:03:46;1:00:31;505;505;33;41;31;22;0,2;4;0,32;4,7;0,74;3,478;16;35,85;0,49;
0:03:47;1:00:32;505;507;33;41;31;22;0,21;4;0,32;4,7;0,74;3,478;16;35,85;0,49;
0:03:48;1:00:33;508;509;33;41;31;22;0,21;4;0,32;4,64;0,73;3,3872;16;35,85;0,49;
0:03:49;1:00:34;511;512;33;41;32;22;0,21;4;0,15;4,69;0,74;3,4706;16;35,85;0,49;
0:03:50;1:00:35;511;514;33;41;32;22;0,21;4;0,15;4,72;0,74;3,4928;16;35,85;0,49;
0:03:51;1:00:36;514;516;34;42;33;22;0,21;4;0,15;4,7;0,73;3,431;16;35,86;0,5;
0:03:52;1:00:37;514;518;34;42;33;22;0,21;4;0,15;4,68;0,74;3,4632;16;35,86;0,5;
0:03:53;1:00:38;516;520;34;42;33;22;0,21;4;0,13;4,7;0,74;3,478;16;35,86;0,5;
0:03:54;1:00:39;519;521;34;43;33;22;0,21;4;0,13;4,65;0,72;3,348;16;35,87;0,51;
0:03:55;1:00:40;519;523;35;43;33;22;0,21;4;0,13;4,61;0,71;3,2731;16;35,88;0,52;
0:03:56;1:00:41;521;525;36;44;33;22;0,21;4;0,4;4,68;0,73;3,4164;16;35,89;0,53;
0:03:57;1:00:42;524;527;36;44;33;22;0,21;4;0,4;4,65;0,72;3,348;16;35,89;0,53;
0:03:58;1:00:43;526;528;36;44;34;22;0,21;4;0,4;4,65;0,72;3,348;16;35,9;0,54;
0:03:59;1:00:44;526;530;36;44;34;22;0,21;4;0,36;4,64;0,72;3,3408;16;35,9;0,54;
0:04:00;1:00:45;528;532;36;44;34;22;0,22;4;0,36;4,69;0,73;3,4237;16;35,91;0,55;
0:04:01;1:00:46;530;534;36;45;34;22;0,22;4;0,36;4,68;0,73;3,4164;16;35,92;0,56;
0:04:02;1:00:47;533;535;37;45;35;22;0,22;4;0,36;4,65;0,73;3,3945;16;35,92;0,56;
0:04:03;1:00:48;533;537;37;45;35;22;0,22;4;0,4;4,76;0,75;3,57;16;35,93;0,57;
0:04:04;1:00:49;535;538;37;45;35;22;0,22;4;0,4;4,68;0,74;3,4632;16;35,93;0,57;
0:04:05;1:00:50;537;540;37;46;35;22;0,22;4;0,4;4,66;0,73;3,4018;16;35,93;0,57;
0:04:06;1:00:51;537;542;37;46;35;22;0,22;4;0,17;4,67;0,75;3,5025;16;35,93;0,57;
0:04:07;1:00:52;540;543;37;46;35;22;0,22;4;0,17;4,7;0,75;3,525;16;35,94;0,58;
0:04:08;1:00:53;542;545;37;46;36;22;0,22;4;0,17;4,7;0,74;3,478;16;35,94;0,58;
0:04:09;1:00:54;542;545;37;46;36;22;0,22;4;0,17;4,68;0,76;3,5568;16;35,94;0,58;
0:04:10;1:00:55;545;549;38;47;36;22;0,22;4;0,09;4,76;0,76;3,6176;16;35,94;0,58;
0:04:11;1:00:56;547;550;38;47;36;22;0,22;4;0,09;4,72;0,75;3,54;16;35,94;0,58;
0:04:12;1:00:57;547;552;38;47;36;22;0,22;4;0,09;4,67;0,74;3,4558;16;35,95;0,59;
0:04:13;1:00:58;550;554;38;47;36;22;0,22;4;0,09;4,7;0,76;3,572;16;35,95;0,59;
0:04:14;1:00:59;552;556;39;48;37;22;0,22;4;0,09;4,7;0,75;3,525;16;35,95;0,59;
0:04:15;1:01:00;552;556;39;48;37;22;0,22;4;0,09;4,68;0,74;3,4632;16;35,96;0,6;
0:04:16;1:01:01;554;559;39;48;37;22;0,22;4;0,24;4,68;0,75;3,51;16;35,96;0,6;
0:04:17;1:01:02;556;559;39;48;37;22;0,22;4;0,24;4,73;0,76;3,5948;16;35,96;0,6;
0:04:18;1:01:03;556;562;39;49;37;23;0,22;4;0,24;4,75;0,75;3,5625;16;35,97;0,61;
0:04:19;1:01:04;559;564;40;49;37;23;0,23;4;0,24;4,73;0,76;3,5948;16;35,97;0,61;
