Nr.;Datum;Zeit;P.Zeit;MTC1;MTC2;MTC3;MTC4;Pyrometer;AV Abs. Press. 1;AV Abs. Press. 2;AV Rel. Pressure;Thermovak;CZ_Temperature c;yPower;SV Temperature;SV Power;SV Force;SV Speed;AV Force;AV Speed;SV Rel. pressure;SV Abs. pressure;Vac. Main Valve;Put On Force;Pyro Start Temp.;I RMS;Pulse Time;Pause Time;U RMS;Heating power;Rel. Piston Trav;Abs. Piston Trav
62;20.05.2008;10:13:09;00:01:01;22;22;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
63;20.05.2008;10:13:10;00:01:02;21;22;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
64;20.05.2008;10:13:11;00:01:03;21;22;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
65;20.05.2008;10:13:12;00:01:04;21;22;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
66;20.05.2008;10:13:13;00:01:05;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
67;20.05.2008;10:13:14;00:01:06;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
68;20.05.2008;10:13:15;00:01:07;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;4;0,020;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
69;20.05.2008;10:13:16;00:01:08;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
70;20.05.2008;10:13:17;00:01:09;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
71;20.05.2008;10:13:18;00:01:10;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
72;20.05.2008;10:13:19;00:01:11;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
73;20.05.2008;10:13:20;00:01:12;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
74;20.05.2008;10:13:21;00:01:13;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
75;20.05.2008;10:13:22;00:01:14;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
76;20.05.2008;10:13:23;00:01:15;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
77;20.05.2008;10:13:24;00:01:16;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
78;20.05.2008;10:13:25;00:01:17;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
79;20.05.2008;10:13:26;00:01:18;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
80;20.05.2008;10:13:27;00:01:19;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
81;20.05.2008;10:13:28;00:01:20;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
82;20.05.2008;10:13:29;00:01:21;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
83;20.05.2008;10:13:30;00:01:22;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
84;20.05.2008;10:13:31;00:01:23;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
85;20.05.2008;10:13:32;00:01:24;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
86;20.05.2008;10:13:33;00:01:25;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
87;20.05.2008;10:13:34;00:01:26;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,01;0,0;0,16;38,66
88;20.05.2008;10:13:35;00:01:27;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
89;20.05.2008;10:13:36;00:01:28;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
90;20.05.2008;10:13:37;00:01:29;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
91;20.05.2008;10:13:38;00:01:30;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
92;20.05.2008;10:13:39;00:01:31;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
93;20.05.2008;10:13:40;00:01:32;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
94;20.05.2008;10:13:41;00:01:33;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
95;20.05.2008;10:13:42;00:01:34;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
96;20.05.2008;10:13:43;00:01:35;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
97;20.05.2008;10:13:44;00:01:36;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
98;20.05.2008;10:13:45;00:01:37;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
99;20.05.2008;10:13:46;00:01:38;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
100;20.05.2008;10:13:47;00:01:39;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
101;20.05.2008;10:13:48;00:01:40;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
102;20.05.2008;10:13:49;00:01:41;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
103;20.05.2008;10:13:50;00:01:42;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
104;20.05.2008;10:13:51;00:01:43;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
105;20.05.2008;10:13:52;00:01:44;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
106;20.05.2008;10:13:53;00:01:45;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
107;20.05.2008;10:13:54;00:01:46;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
108;20.05.2008;10:13:55;00:01:47;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
109;20.05.2008;10:13:56;00:01:48;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
110;20.05.2008;10:13:57;00:01:49;22;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
111;20.05.2008;10:13:58;00:01:50;22;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
112;20.05.2008;10:13:59;00:01:51;21;23;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
113;20.05.2008;10:14:00;00:01:52;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
114;20.05.2008;10:14:01;00:01:53;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
115;20.05.2008;10:14:02;00:01:54;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
116;20.05.2008;10:14:03;00:01:55;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
117;20.05.2008;10:14:04;00:01:56;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
118;20.05.2008;10:14:05;00:01:57;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
119;20.05.2008;10:14:06;00:01:58;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
120;20.05.2008;10:14:07;00:01:59;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
121;20.05.2008;10:14:08;00:02:00;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
122;20.05.2008;10:14:09;00:02:01;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
123;20.05.2008;10:14:10;00:02:02;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
124;20.05.2008;10:14:11;00:02:03;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
125;20.05.2008;10:14:12;00:02:04;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,06;0,0;0,0;0,00;0,0;0,16;38,66
126;20.05.2008;10:14:13;00:02:05;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
127;20.05.2008;10:14:14;00:02:06;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
128;20.05.2008;10:14:15;00:02:07;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
129;20.05.2008;10:14:16;00:02:08;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
130;20.05.2008;10:14:17;00:02:09;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
131;20.05.2008;10:14:18;00:02:10;22;23;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;38,66
