Nr.;Datum;Zeit;P.Zeit;MTC1;MTC2;MTC3;MTC4;Pyrometer;AV Abs. Press. 1;AV Abs. Press. 2;AV Rel. Pressure;Thermovak;CZ_Temperature c;yPower;SV Temperature;SV Power;SV Force;SV Speed;AV Force;AV Speed;SV Rel. pressure;SV Abs. pressure;Vac. Main Valve;Put On Force;Pyro Start Temp.;I RMS;Pulse Time;Pause Time;U RMS;Heating power;Rel. Piston Trav;Abs. Piston Trav
15;05.06.2008;14:22:45;00:00:14;51;38;27;28;400;1,59;6;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
16;05.06.2008;14:22:46;00:00:15;51;38;27;28;400;1,17;6;-999;1;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
17;05.06.2008;14:22:47;00:00:16;51;38;27;28;400;1,17;6;-999;1;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
18;05.06.2008;14:22:48;00:00:17;51;38;27;28;400;0,87;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
19;05.06.2008;14:22:49;00:00:18;51;39;27;28;400;0,67;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
20;05.06.2008;14:22:50;00:00:19;51;39;27;28;400;0,67;5;-999;1;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
21;05.06.2008;14:22:51;00:00:20;51;39;27;28;400;0,52;5;-999;1;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
22;05.06.2008;14:22:52;00:00:21;51;39;27;28;400;0,41;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
23;05.06.2008;14:22:53;00:00:22;51;39;27;28;400;0,41;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
24;05.06.2008;14:22:54;00:00:23;51;39;27;28;400;0,34;5;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
25;05.06.2008;14:22:55;00:00:24;51;39;27;28;400;0,28;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
26;05.06.2008;14:22:56;00:00:25;51;39;27;28;400;0,28;5;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
27;05.06.2008;14:22:57;00:00:26;51;39;27;28;400;0,24;5;-999;0;100;0;20;0;5;30,000;4;0,020;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
28;05.06.2008;14:22:58;00:00:27;51;39;27;28;400;0,21;5;-999;0;100;0;20;0;5;30,000;4;0,020;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
29;05.06.2008;14:22:59;00:00:28;51;39;27;28;400;0,18;5;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
30;05.06.2008;14:23:00;00:00:29;51;40;27;28;400;0,18;5;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
31;05.06.2008;14:23:01;00:00:30;51;40;27;28;400;0,16;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
32;05.06.2008;14:23:02;00:00:31;51;40;27;28;400;0,15;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
33;05.06.2008;14:23:03;00:00:32;50;40;27;28;400;0,15;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
34;05.06.2008;14:23:04;00:00:33;50;40;27;28;400;0,14;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
35;05.06.2008;14:23:05;00:00:34;50;40;27;28;400;0,13;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
36;05.06.2008;14:23:06;00:00:35;50;40;27;28;400;0,13;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
37;05.06.2008;14:23:07;00:00:36;50;40;27;28;400;0,12;5;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
38;05.06.2008;14:23:08;00:00:37;50;39;26;27;400;0,11;5;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
39;05.06.2008;14:23:09;00:00:38;49;39;26;27;400;0,11;5;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
40;05.06.2008;14:23:10;00:00:39;49;39;26;27;400;0,11;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,09;35,00
41;05.06.2008;14:23:11;00:00:40;49;39;26;27;400;0,10;5;-999;0;100;0;20;0;6;30,000;5;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,10;35,01
42;05.06.2008;14:23:12;00:00:41;49;39;26;27;400;0,10;5;-999;0;100;0;20;0;7;30,000;6;0,010;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,13;35,04
43;05.06.2008;14:23:13;00:00:42;49;39;26;27;400;0,10;5;-999;0;100;0;20;0;8;30,000;7;1,170;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,17;35,08
44;05.06.2008;14:23:14;00:00:43;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;9;30,000;9;1,170;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,21;35,12
45;05.06.2008;14:23:15;00:00:44;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;10;30,000;9;1,170;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,24;35,15
46;05.06.2008;14:23:16;00:00:45;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;11;30,000;11;1,170;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,27;35,18
47;05.06.2008;14:23:17;00:00:46;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;12;30,000;12;2,090;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,30;35,21
48;05.06.2008;14:23:18;00:00:47;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;13;30,000;12;2,090;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,34;35,25
49;05.06.2008;14:23:19;00:00:48;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;14;30,000;13;2,090;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,36;35,27
50;05.06.2008;14:23:20;00:00:49;49;39;26;27;400;0,09;5;-999;0;100;0;20;0;15;30,000;14;1,790;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,39;35,30
51;05.06.2008;14:23:21;00:00:50;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;16;30,000;15;1,790;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,42;35,33
52;05.06.2008;14:23:22;00:00:51;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;17;30,000;16;1,790;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,45;35,36
53;05.06.2008;14:23:23;00:00:52;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;18;30,000;18;1,650;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,48;35,39
54;05.06.2008;14:23:24;00:00:53;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;19;30,000;19;1,650;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,50;35,41
55;05.06.2008;14:23:25;00:00:54;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;20;30,000;19;1,650;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,53;35,44
56;05.06.2008;14:23:26;00:00:55;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;21;30,000;21;1,820;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,57;35,48
57;05.06.2008;14:23:27;00:00:56;49;39;26;27;400;0,08;5;-999;0;100;0;20;0;22;30,000;22;1,820;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,60;35,51
58;05.06.2008;14:23:28;00:00:57;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;23;30,000;22;1,820;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,63;35,54
59;05.06.2008;14:23:29;00:00:58;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;24;30,000;23;1,820;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,66;35,57
60;05.06.2008;14:23:30;00:00:59;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;25;30,000;24;1,850;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,69;35,60
61;05.06.2008;14:23:31;00:01:00;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;26;30,000;25;1,850;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,72;35,63
62;05.06.2008;14:23:32;00:01:01;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;27;30,000;26;1,850;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,76;35,67
63;05.06.2008;14:23:33;00:01:02;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;28;30,000;27;1,900;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,79;35,70
64;05.06.2008;14:23:34;00:01:03;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;29;30,000;28;1,900;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,82;35,73
65;05.06.2008;14:23:35;00:01:04;49;40;26;27;400;0,08;5;-999;0;100;0;20;0;30;30,000;29;1,900;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,84;35,75
66;05.06.2008;14:23:36;00:01:05;48;40;26;27;400;0,08;5;-999;0;100;0;20;0;31;30,000;31;1,900;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,88;35,79
67;05.06.2008;14:23:37;00:01:06;48;40;26;27;400;0,08;5;-999;0;100;0;20;0;32;30,000;32;1,930;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,93;35,84
68;05.06.2008;14:23:38;00:01:07;48;40;26;27;400;0,08;5;-999;0;100;0;20;0;33;30,000;33;1,930;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;0,96;35,87
69;05.06.2008;14:23:39;00:01:08;48;40;26;27;400;0,07;5;-999;0;100;0;20;0;34;30,000;34;1,930;5;0,01;100;3;20;0,03;0,0;0,0;0,00;0,0;1,00;35,91
70;05.06.2008;14:23:40;00:01:09;48;40;26;27;400;0,07;5;-999;0;100;0;20;30;35;30,000;35;2,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,03;35,94
71;05.06.2008;14:23:41;00:01:10;48;40;26;27;400;0,07;5;-999;0;100;0;21;30;35;30,000;35;2,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,04;35,95
72;05.06.2008;14:23:42;00:01:11;48;40;26;27;400;0,07;5;-999;0;100;0;21;30;35;30,000;35;2,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,04;35,95
73;05.06.2008;14:23:43;00:01:12;48;40;26;27;400;0,07;5;-999;0;100;0;22;30;35;30,000;35;0,540;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
74;05.06.2008;14:23:44;00:01:13;48;40;26;27;400;0,07;5;-999;0;100;0;22;30;35;30,000;35;0,540;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
75;05.06.2008;14:23:45;00:01:14;48;40;26;27;400;0,07;5;-999;0;100;0;23;30;35;30,000;35;0,540;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
76;05.06.2008;14:23:46;00:01:15;48;40;26;27;400;0,07;5;-999;0;100;0;23;30;35;30,000;35;0,540;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
77;05.06.2008;14:23:47;00:01:16;48;40;26;27;400;0,07;5;-999;0;100;0;24;30;35;30,000;35;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
78;05.06.2008;14:23:48;00:01:17;48;40;26;27;400;0,07;5;-999;0;100;0;24;30;35;30,000;35;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
79;05.06.2008;14:23:49;00:01:18;48;40;26;27;400;0,07;5;-999;0;100;0;24;30;35;30,000;35;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
80;05.06.2008;14:23:50;00:01:19;48;40;26;27;400;0,07;5;-999;0;100;0;25;30;35;30,000;36;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,05;35,96
81;05.06.2008;14:23:51;00:01:20;47;40;26;27;400;0,07;5;-999;0;100;0;25;30;35;30,000;35;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,06;35,97
82;05.06.2008;14:23:52;00:01:21;47;40;26;27;400;0,07;5;-999;0;100;0;26;30;35;30,000;35;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,06;35,97
83;05.06.2008;14:23:53;00:01:22;47;40;26;27;400;0,07;5;-999;0;100;0;26;30;35;30,000;35;0,160;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,06;35,97
84;05.06.2008;14:23:54;00:01:23;47;40;26;27;400;0,07;5;-999;0;100;0;27;30;35;30,000;35;0,160;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,07;35,98
85;05.06.2008;14:23:55;00:01:24;47;40;26;27;400;0,07;5;-999;0;100;0;27;30;35;30,000;35;0,160;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,07;35,98
86;05.06.2008;14:23:56;00:01:25;47;40;26;27;400;0,07;5;-999;0;100;0;28;30;35;30,000;35;0,160;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,07;35,98
87;05.06.2008;14:23:57;00:01:26;47;40;26;27;400;0,07;5;-999;0;100;0;28;30;35;30,000;35;0,170;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,07;35,98
88;05.06.2008;14:23:58;00:01:27;47;40;26;27;400;0,07;5;-999;0;100;0;29;30;35;30,000;35;0,170;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,07;35,98
89;05.06.2008;14:23:59;00:01:28;47;40;26;27;400;0,07;5;-999;0;100;0;29;30;35;30,000;35;0,170;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
90;05.06.2008;14:24:00;00:01:29;47;40;26;27;400;0,07;5;-999;0;100;0;30;30;35;30,000;36;0,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
91;05.06.2008;14:24:01;00:01:30;47;40;26;27;400;0,07;5;-999;0;100;0;30;30;35;30,000;35;0,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
92;05.06.2008;14:24:02;00:01:31;46;40;26;27;400;0,07;5;-999;0;100;0;31;30;36;30,000;35;0,090;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
93;05.06.2008;14:24:03;00:01:32;46;40;26;27;400;0,07;5;-999;0;100;0;31;30;36;30,000;36;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
94;05.06.2008;14:24:04;00:01:33;46;40;26;27;400;0,07;5;-999;0;100;0;32;30;36;30,000;36;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
95;05.06.2008;14:24:05;00:01:34;46;40;26;27;400;0,07;5;-999;0;100;0;32;30;36;30,000;36;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
96;05.06.2008;14:24:06;00:01:35;46;40;26;27;400;0,07;5;-999;0;100;0;33;30;36;30,000;35;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
97;05.06.2008;14:24:07;00:01:36;46;40;26;27;400;0,07;5;-999;0;100;0;33;30;36;30,000;35;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
98;05.06.2008;14:24:08;00:01:37;46;40;26;27;400;0,07;5;-999;0;100;0;34;30;36;30,000;36;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,08;35,99
99;05.06.2008;14:24:09;00:01:38;46;40;26;27;400;0,07;5;-999;0;100;0;34;30;36;30,000;35;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,09;36,00
100;05.06.2008;14:24:10;00:01:39;46;39;26;27;400;0,07;5;-999;0;100;0;35;30;36;30,000;36;0,110;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,09;36,00
101;05.06.2008;14:24:11;00:01:40;46;39;26;27;400;0,07;5;-999;0;100;0;35;30;36;30,000;36;0,110;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,09;36,00
102;05.06.2008;14:24:12;00:01:41;45;39;26;27;400;0,07;5;-999;0;100;0;35;30;36;30,000;35;0,110;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,09;36,00
103;05.06.2008;14:24:13;00:01:42;45;39;26;27;400;0,07;5;-999;0;100;0;36;30;36;30,000;36;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,09;36,00
104;05.06.2008;14:24:14;00:01:43;45;39;26;27;400;0,07;5;-999;0;100;0;36;30;36;30,000;36;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
105;05.06.2008;14:24:15;00:01:44;45;39;26;27;400;0,07;5;-999;0;100;0;37;30;36;30,000;36;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
106;05.06.2008;14:24:16;00:01:45;45;39;26;27;400;0,07;5;-999;0;100;0;37;30;36;30,000;36;0,100;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
107;05.06.2008;14:24:17;00:01:46;45;39;26;27;400;0,07;5;-999;0;100;0;38;30;36;30,000;36;0,120;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
108;05.06.2008;14:24:18;00:01:47;45;39;26;27;400;0,07;5;-999;0;100;0;38;30;36;30,000;36;0,120;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
109;05.06.2008;14:24:19;00:01:48;45;39;26;27;400;0,07;5;-999;0;100;0;39;30;36;30,000;36;0,120;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
110;05.06.2008;14:24:20;00:01:49;45;39;26;27;400;0,07;5;-999;0;100;0;39;30;36;30,000;36;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
111;05.06.2008;14:24:21;00:01:50;45;39;26;27;400;0,07;5;-999;0;100;0;40;30;36;30,000;36;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
112;05.06.2008;14:24:22;00:01:51;45;39;26;27;400;0,07;5;-999;0;100;0;40;30;36;30,000;36;0,050;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
113;05.06.2008;14:24:23;00:01:52;44;39;26;27;400;0,07;5;-999;0;100;0;41;30;36;30,000;36;-0,010;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
114;05.06.2008;14:24:24;00:01:53;44;38;26;27;400;0,07;5;-999;0;100;0;41;30;36;30,000;36;-0,010;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
115;05.06.2008;14:24:25;00:01:54;44;38;26;27;400;0,07;5;-999;0;100;0;42;30;36;30,000;36;-0,010;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,10;36,01
116;05.06.2008;14:24:26;00:01:55;44;38;26;27;400;0,07;5;-999;0;100;0;42;30;36;30,000;36;-0,010;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,11;36,02
117;05.06.2008;14:24:27;00:01:56;44;38;26;27;400;0,07;5;-999;0;100;0;43;30;36;30,000;36;0,060;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,11;36,02
118;05.06.2008;14:24:28;00:01:57;44;38;26;27;400;0,07;5;-999;0;100;0;43;30;36;30,000;36;0,060;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,11;36,02
119;05.06.2008;14:24:29;00:01:58;44;38;26;27;400;0,07;5;-999;0;100;0;44;30;36;30,000;36;0,060;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
120;05.06.2008;14:24:30;00:01:59;44;38;26;27;400;0,07;5;-999;0;100;0;44;30;36;30,000;36;0,220;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
121;05.06.2008;14:24:31;00:02:00;44;38;26;27;400;0,07;5;-999;0;100;0;45;30;36;30,000;37;0,220;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
122;05.06.2008;14:24:32;00:02:01;44;38;26;27;400;0,07;5;-999;0;100;0;45;30;36;30,000;36;0,220;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
123;05.06.2008;14:24:33;00:02:02;44;38;26;27;400;0,07;5;-999;0;100;0;46;30;36;30,000;36;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
124;05.06.2008;14:24:34;00:02:03;43;38;26;27;400;0,07;5;-999;0;100;0;46;30;36;30,000;37;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
125;05.06.2008;14:24:35;00:02:04;43;38;26;27;400;0,07;5;-999;0;100;0;46;30;36;30,000;37;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
126;05.06.2008;14:24:36;00:02:05;43;37;26;27;400;0,07;5;-999;0;100;0;47;30;36;30,000;36;0,030;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
127;05.06.2008;14:24:37;00:02:06;43;37;26;27;400;0,07;5;-999;0;100;0;47;30;36;30,000;36;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
128;05.06.2008;14:24:38;00:02:07;43;37;26;27;400;0,07;5;-999;0;100;0;48;30;36;30,000;37;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,12;36,03
129;05.06.2008;14:24:39;00:02:08;43;37;26;27;400;0,07;5;-999;0;100;0;48;30;36;30,000;37;0,020;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,13;36,04
130;05.06.2008;14:24:40;00:02:09;43;37;26;27;400;0,07;5;-999;0;100;0;49;30;36;30,000;37;0,140;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,13;36,04
131;05.06.2008;14:24:41;00:02:10;43;37;26;27;400;0,07;5;-999;0;100;0;49;30;36;30,000;37;0,140;5;0,01;100;3;450;0,03;10,0;5,0;0,00;0,0;1,13;36,04
