Nr.;Datum;Zeit;P.Zeit;MTC1;MTC2;MTC3;MTC4;Pyrometer;AV Abs. Press. 1;AV Abs. Press. 2;AV Rel. Pressure;Thermovak;CZ_Temperature c;yPower;SV Temperature;SV Power;SV Force;SV Speed;AV Force;AV Speed;SV Rel. pressure;SV Abs. pressure;Vac. Main Valve;Put On Force;Pyro Start Temp.;I RMS;Pulse Time;Pause Time;U RMS;Heating power;Rel. Piston Trav;Abs. Piston Trav
;;;;C;C;C;C;C;mbar;mbar;mbar;mbar;%;%;C;%;kN;mm/min;kN;mm/min;hPa;hPa;hPa;kN;C;kA;ms;ms;V;kW;mm;mm
1;16.05.2008;14:06:30;00:00:00;20;21;24;25;400;13,30;1023;31;1687;100;0;20;0;5;30,000;0;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,00;37,23
2;16.05.2008;14:06:31;00:00:01;20;21;24;25;400;13,30;1023;31;1687;100;0;20;0;5;30,000;0;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,00;37,23
3;16.05.2008;14:06:32;00:00:02;20;21;24;25;400;13,30;1023;31;1687;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,04;37,46
4;16.05.2008;14:06:33;00:00:03;20;21;24;25;400;13,30;1023;31;1687;100;0;20;0;5;30,000;4;6,250;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
5;16.05.2008;14:06:34;00:00:04;20;21;24;25;400;13,30;1023;-71;1687;100;0;20;0;5;30,000;4;6,250;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,14;37,56
6;16.05.2008;14:06:35;00:00:05;20;21;24;25;400;13,30;791;-999;1687;100;0;20;0;5;30,000;4;6,250;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,14;37,56
7;16.05.2008;14:06:36;00:00:06;20;21;24;25;400;13,30;600;-999;1687;100;0;20;0;5;30,000;4;6,250;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,14;37,56
8;16.05.2008;14:06:37;00:00:07;20;21;24;25;400;13,30;466;-999;1687;100;0;20;0;5;30,000;4;-0,060;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,14;37,56
9;16.05.2008;14:06:38;00:00:08;20;21;24;25;400;13,30;466;-999;1527;100;0;20;0;5;30,000;4;-0,060;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
10;16.05.2008;14:06:39;00:00:09;20;21;24;25;400;13,30;369;-999;1231;100;0;20;0;5;30,000;5;-0,060;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
11;16.05.2008;14:06:40;00:00:10;20;21;24;25;400;13,30;298;-999;1006;100;0;20;0;5;30,000;4;0,100;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
12;16.05.2008;14:06:41;00:00:11;20;21;24;25;400;13,30;298;-999;867;100;0;20;0;5;30,000;4;0,100;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
13;16.05.2008;14:06:42;00:00:12;20;21;24;25;400;13,30;224;-999;631;100;0;20;0;5;30,000;5;0,100;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
14;16.05.2008;14:06:43;00:00:13;20;21;24;25;400;13,30;167;-999;436;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
15;16.05.2008;14:06:44;00:00:14;20;21;24;25;400;13,30;167;-999;276;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
16;16.05.2008;14:06:45;00:00:15;20;21;24;25;400;13,30;120;-999;153;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
17;16.05.2008;14:06:46;00:00:16;20;21;24;25;400;13,30;89;-999;122;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
18;16.05.2008;14:06:47;00:00:17;20;20;24;25;400;13,30;89;-999;98;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
19;16.05.2008;14:06:48;00:00:18;20;20;24;25;400;13,30;66;-999;76;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
20;16.05.2008;14:06:49;00:00:19;20;20;24;25;400;13,30;49;-999;56;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
21;16.05.2008;14:06:50;00:00:20;20;20;24;25;400;13,30;49;-999;41;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
22;16.05.2008;14:06:51;00:00:21;20;20;24;25;400;13,30;38;-999;30;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
23;16.05.2008;14:06:52;00:00:22;20;20;24;25;400;13,30;27;-999;23;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
24;16.05.2008;14:06:53;00:00:23;20;20;24;25;400;13,30;19;-999;17;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
25;16.05.2008;14:06:54;00:00:24;20;20;24;25;400;13,30;19;-999;13;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
26;16.05.2008;14:06:55;00:00:25;20;20;24;25;400;10,15;14;-999;13;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
27;16.05.2008;14:06:56;00:00:26;20;20;24;25;400;6,96;11;-999;7;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
28;16.05.2008;14:06:57;00:00:27;20;20;24;25;400;6,96;11;-999;5;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
29;16.05.2008;14:06:58;00:00:28;20;20;24;25;400;4,82;9;-999;5;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
30;16.05.2008;14:06:59;00:00:29;20;20;24;25;400;3,37;7;-999;4;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
31;16.05.2008;14:07:00;00:00:30;20;20;24;25;400;2,42;7;-999;2;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
32;16.05.2008;14:07:01;00:00:31;20;19;24;25;400;2,42;7;-999;2;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
33;16.05.2008;14:07:02;00:00:32;20;19;24;25;400;1,78;6;-999;2;100;0;20;0;5;30,000;4;0,030;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
34;16.05.2008;14:07:03;00:00:33;20;19;24;25;400;1,34;6;-999;2;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
35;16.05.2008;14:07:04;00:00:34;20;19;24;25;400;1,34;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
36;16.05.2008;14:07:05;00:00:35;20;19;24;25;400;1,04;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
37;16.05.2008;14:07:06;00:00:36;20;19;24;25;400;0,82;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
38;16.05.2008;14:07:07;00:00:37;20;19;24;25;400;0,82;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
39;16.05.2008;14:07:08;00:00:38;20;19;24;25;400;0,67;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
40;16.05.2008;14:07:09;00:00:39;20;19;24;25;400;0,55;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
41;16.05.2008;14:07:10;00:00:40;20;19;24;25;400;0,55;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
42;16.05.2008;14:07:11;00:00:41;20;19;24;25;400;0,47;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
43;16.05.2008;14:07:12;00:00:42;20;19;24;25;400;0,41;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
44;16.05.2008;14:07:13;00:00:43;20;19;24;25;400;0,36;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
45;16.05.2008;14:07:14;00:00:44;20;19;24;25;400;0,36;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
46;16.05.2008;14:07:15;00:00:45;20;19;24;25;400;0,32;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
47;16.05.2008;14:07:16;00:00:46;20;19;24;25;400;0,29;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
48;16.05.2008;14:07:17;00:00:47;20;19;24;25;400;0,29;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
49;16.05.2008;14:07:18;00:00:48;20;19;24;25;400;0,27;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
50;16.05.2008;14:07:19;00:00:49;20;19;24;25;400;0,25;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
51;16.05.2008;14:07:20;00:00:50;20;19;24;25;400;0,25;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
52;16.05.2008;14:07:21;00:00:51;20;19;24;25;400;0,24;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
53;16.05.2008;14:07:22;00:00:52;20;19;24;25;400;0,22;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
54;16.05.2008;14:07:23;00:00:53;20;19;24;25;400;0,22;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
55;16.05.2008;14:07:24;00:00:54;20;19;24;25;400;0,21;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
56;16.05.2008;14:07:25;00:00:55;20;19;24;25;400;0,21;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
57;16.05.2008;14:07:26;00:00:56;20;20;24;25;400;0,21;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
58;16.05.2008;14:07:27;00:00:57;20;20;24;25;400;0,20;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
59;16.05.2008;14:07:28;00:00:58;20;20;24;25;400;0,19;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
60;16.05.2008;14:07:29;00:00:59;20;20;24;25;400;0,19;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
61;16.05.2008;14:07:30;00:01:00;19;20;24;25;400;0,19;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
62;16.05.2008;14:07:31;00:01:01;19;20;24;25;400;0,18;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
63;16.05.2008;14:07:32;00:01:02;19;20;24;25;400;0,18;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
64;16.05.2008;14:07:33;00:01:03;19;20;24;25;400;0,18;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
65;16.05.2008;14:07:34;00:01:04;19;20;24;25;400;0,17;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
66;16.05.2008;14:07:35;00:01:05;19;20;24;25;400;0,17;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
67;16.05.2008;14:07:36;00:01:06;19;20;24;25;400;0,17;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
68;16.05.2008;14:07:37;00:01:07;19;20;24;25;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
69;16.05.2008;14:07:38;00:01:08;19;20;24;25;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
70;16.05.2008;14:07:39;00:01:09;19;20;24;25;400;0,16;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
71;16.05.2008;14:07:40;00:01:10;19;20;24;25;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
72;16.05.2008;14:07:41;00:01:11;19;20;24;25;400;0,16;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
73;16.05.2008;14:07:42;00:01:12;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
74;16.05.2008;14:07:43;00:01:13;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
75;16.05.2008;14:07:44;00:01:14;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
76;16.05.2008;14:07:45;00:01:15;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
77;16.05.2008;14:07:46;00:01:16;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
78;16.05.2008;14:07:47;00:01:17;19;20;24;25;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
79;16.05.2008;14:07:48;00:01:18;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,15;37,57
80;16.05.2008;14:07:49;00:01:19;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
81;16.05.2008;14:07:50;00:01:20;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
82;16.05.2008;14:07:51;00:01:21;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
83;16.05.2008;14:07:52;00:01:22;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
84;16.05.2008;14:07:53;00:01:23;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
85;16.05.2008;14:07:54;00:01:24;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
86;16.05.2008;14:07:55;00:01:25;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
87;16.05.2008;14:07:56;00:01:26;19;20;24;25;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
88;16.05.2008;14:07:57;00:01:27;19;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
89;16.05.2008;14:07:58;00:01:28;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
90;16.05.2008;14:07:59;00:01:29;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
91;16.05.2008;14:08:00;00:01:30;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
92;16.05.2008;14:08:01;00:01:31;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
93;16.05.2008;14:08:02;00:01:32;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
94;16.05.2008;14:08:03;00:01:33;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
95;16.05.2008;14:08:04;00:01:34;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
96;16.05.2008;14:08:05;00:01:35;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
97;16.05.2008;14:08:06;00:01:36;20;20;24;25;400;0,13;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
98;16.05.2008;14:08:07;00:01:37;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
99;16.05.2008;14:08:08;00:01:38;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
100;16.05.2008;14:08:09;00:01:39;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
101;16.05.2008;14:08:10;00:01:40;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
102;16.05.2008;14:08:11;00:01:41;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
103;16.05.2008;14:08:12;00:01:42;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
104;16.05.2008;14:08:13;00:01:43;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
105;16.05.2008;14:08:14;00:01:44;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
106;16.05.2008;14:08:15;00:01:45;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
107;16.05.2008;14:08:16;00:01:46;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
108;16.05.2008;14:08:17;00:01:47;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
109;16.05.2008;14:08:18;00:01:48;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
110;16.05.2008;14:08:19;00:01:49;20;20;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
111;16.05.2008;14:08:20;00:01:50;20;21;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
112;16.05.2008;14:08:21;00:01:51;20;21;24;25;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
113;16.05.2008;14:08:22;00:01:52;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
114;16.05.2008;14:08:23;00:01:53;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
115;16.05.2008;14:08:24;00:01:54;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
116;16.05.2008;14:08:25;00:01:55;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
117;16.05.2008;14:08:26;00:01:56;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
118;16.05.2008;14:08:27;00:01:57;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
119;16.05.2008;14:08:28;00:01:58;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
120;16.05.2008;14:08:29;00:01:59;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
121;16.05.2008;14:08:30;00:02:00;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
122;16.05.2008;14:08:31;00:02:01;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
123;16.05.2008;14:08:32;00:02:02;20;21;24;25;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
124;16.05.2008;14:08:33;00:02:03;20;21;24;25;400;13,30;49;-999;38;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
125;16.05.2008;14:08:34;00:02:04;20;21;24;25;400;13,30;49;-999;112;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
126;16.05.2008;14:08:35;00:02:05;20;21;24;25;400;13,30;104;-999;171;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
127;16.05.2008;14:08:36;00:02:06;20;21;24;25;400;13,30;158;-999;334;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
128;16.05.2008;14:08:37;00:02:07;20;21;24;25;400;13,30;158;-999;459;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
129;16.05.2008;14:08:38;00:02:08;20;21;24;25;400;13,30;213;-999;567;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
130;16.05.2008;14:08:39;00:02:09;20;21;24;25;400;13,30;268;-999;658;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
131;16.05.2008;14:08:40;00:02:10;20;22;24;25;400;13,30;268;-999;741;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
132;16.05.2008;14:08:41;00:02:11;21;22;24;25;400;13,30;323;-999;804;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
133;16.05.2008;14:08:42;00:02:12;21;22;24;25;400;13,30;378;-999;860;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,04;0,0;0,0;0,00;0,0;0,16;37,58
