Nr.;Datum;Zeit;P.Zeit;MTC1;MTC2;MTC3;MTC4;Pyrometer;AV Abs. Press. 1;AV Abs. Press. 2;AV Rel. Pressure;Thermovak;CZ_Temperature c;yPower;SV Temperature;SV Power;SV Force;SV Speed;AV Force;AV Speed;SV Rel. pressure;SV Abs. pressure;Vac. Main Valve;Put On Force;Pyro Start Temp.;I RMS;Pulse Time;Pause Time;U RMS;Heating power;Rel. Piston Trav;Abs. Piston Trav
1;20.05.2008;11:09:41;00:00:00;22;24;23;23;400;13,30;1046;45;1687;100;0;20;0;5;30,000;0;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,00;37,13
2;20.05.2008;11:09:42;00:00:01;22;24;44;23;400;13,30;1046;45;1687;100;0;20;0;5;30,000;0;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,00;37,13
3;20.05.2008;11:09:43;00:00:02;22;24;23;23;400;13,30;1046;45;1687;100;0;20;0;5;30,000;3;3,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,00;37,30
4;20.05.2008;11:09:44;00:00:03;22;24;23;23;400;13,30;1046;45;1687;100;0;20;0;5;30,000;4;3,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,14;37,49
5;20.05.2008;11:09:45;00:00:04;22;24;23;23;400;13,30;903;32;1687;100;0;20;0;5;30,000;4;3,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,14;37,49
6;20.05.2008;11:09:46;00:00:05;22;24;24;23;400;13,30;903;-999;1687;100;0;20;0;5;30,000;5;3,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,14;37,49
7;20.05.2008;11:09:47;00:00:06;22;24;23;23;400;13,30;656;-999;1687;100;0;20;0;5;30,000;4;2,440;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,14;37,49
8;20.05.2008;11:09:48;00:00:07;22;24;23;23;400;13,30;506;-999;1687;100;0;20;0;5;30,000;4;2,440;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,14;37,49
9;20.05.2008;11:09:49;00:00:08;22;24;24;23;400;13,30;506;-999;1687;100;0;20;0;5;30,000;5;2,440;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
10;20.05.2008;11:09:50;00:00:09;22;24;24;23;400;13,30;399;-999;1390;100;0;20;0;5;30,000;4;0,050;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
11;20.05.2008;11:09:51;00:00:10;22;24;24;23;400;13,30;320;-999;1095;100;0;20;0;5;30,000;4;0,050;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
12;20.05.2008;11:09:52;00:00:11;22;23;24;23;400;13,30;249;-999;995;100;0;20;0;5;30,000;5;0,050;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
13;20.05.2008;11:09:53;00:00:12;22;23;24;23;400;13,30;249;-999;712;100;0;20;0;5;30,000;4;0,050;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
14;20.05.2008;11:09:54;00:00:13;22;23;24;23;400;13,30;186;-999;508;100;0;20;0;5;30,000;4;0,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
15;20.05.2008;11:09:55;00:00:14;22;23;24;23;400;13,30;139;-999;332;100;0;20;0;5;30,000;5;0,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,15;37,50
16;20.05.2008;11:09:56;00:00:15;22;23;24;23;400;13,30;139;-999;179;100;0;20;0;5;30,000;5;0,100;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
17;20.05.2008;11:09:57;00:00:16;22;23;24;23;400;13,30;100;-999;129;100;0;20;0;5;30,000;5;0,070;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
18;20.05.2008;11:09:58;00:00:17;22;23;24;23;400;13,30;74;-999;108;100;0;20;0;5;30,000;4;0,070;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
19;20.05.2008;11:09:59;00:00:18;22;23;24;23;400;13,30;74;-999;87;100;0;20;0;5;30,000;5;0,070;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
20;20.05.2008;11:10:00;00:00:19;22;22;24;23;400;13,30;56;-999;66;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
21;20.05.2008;11:10:01;00:00:20;22;22;24;23;400;13,30;42;-999;48;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
22;20.05.2008;11:10:02;00:00:21;22;22;24;23;400;13,30;42;-999;34;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
23;20.05.2008;11:10:03;00:00:22;22;22;24;23;400;13,30;30;-999;26;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
24;20.05.2008;11:10:04;00:00:23;22;22;24;23;400;13,30;20;-999;20;100;0;20;0;5;30,000;4;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
25;20.05.2008;11:10:05;00:00:24;22;22;24;23;400;10,97;20;-999;15;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
26;20.05.2008;11:10:06;00:00:25;22;22;24;23;400;10,97;15;-999;11;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
27;20.05.2008;11:10:07;00:00:26;22;22;24;23;400;7,36;11;-999;8;100;0;20;0;5;30,000;5;0,060;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
28;20.05.2008;11:10:08;00:00:27;22;22;24;23;400;4,98;9;-999;6;100;0;20;0;5;30,000;4;0,060;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
29;20.05.2008;11:10:09;00:00:28;22;22;24;23;400;4,98;9;-999;4;100;0;20;0;5;30,000;5;0,060;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
30;20.05.2008;11:10:10;00:00:29;22;22;24;23;400;3,42;8;-999;3;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
31;20.05.2008;11:10:11;00:00:30;22;22;24;23;400;2,41;7;-999;2;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
32;20.05.2008;11:10:12;00:00:31;22;22;24;23;400;1,74;7;-999;2;100;0;20;0;5;30,000;4;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
33;20.05.2008;11:10:13;00:00:32;22;22;24;23;400;1,74;6;-999;1;100;0;20;0;5;30,000;5;0,030;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
34;20.05.2008;11:10:14;00:00:33;22;22;24;23;400;1,28;6;-999;1;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
35;20.05.2008;11:10:15;00:00:34;22;22;24;23;400;0,97;6;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
36;20.05.2008;11:10:16;00:00:35;22;21;24;23;400;0,97;5;-999;1;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
37;20.05.2008;11:10:17;00:00:36;22;21;24;23;400;0,75;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
38;20.05.2008;11:10:18;00:00:37;22;21;24;23;400;0,60;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,16;37,51
39;20.05.2008;11:10:19;00:00:38;22;21;24;23;400;0,60;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
40;20.05.2008;11:10:20;00:00:39;22;21;24;23;400;0,49;5;-999;1;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
41;20.05.2008;11:10:21;00:00:40;22;21;23;23;400;0,41;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
42;20.05.2008;11:10:22;00:00:41;22;21;24;23;400;0,41;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
43;20.05.2008;11:10:23;00:00:42;22;21;24;23;400;0,35;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
44;20.05.2008;11:10:24;00:00:43;22;21;24;23;400;0,30;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
45;20.05.2008;11:10:25;00:00:44;22;21;23;23;400;0,27;5;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
46;20.05.2008;11:10:26;00:00:45;22;21;23;23;400;0,27;5;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
47;20.05.2008;11:10:27;00:00:46;22;21;23;23;400;0,24;4;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
48;20.05.2008;11:10:28;00:00:47;22;21;23;23;400;0,22;4;-999;0;100;0;20;0;5;30,000;5;0,020;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
49;20.05.2008;11:10:29;00:00:48;22;21;23;23;400;0,22;4;-999;0;100;0;20;0;5;30,000;4;0,020;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
50;20.05.2008;11:10:30;00:00:49;22;21;23;23;400;0,20;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
51;20.05.2008;11:10:31;00:00:50;22;21;23;23;400;0,19;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
52;20.05.2008;11:10:32;00:00:51;22;21;23;23;400;0,19;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
53;20.05.2008;11:10:33;00:00:52;22;21;23;23;400;0,18;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
54;20.05.2008;11:10:34;00:00:53;22;21;23;23;400;0,17;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
55;20.05.2008;11:10:35;00:00:54;22;21;23;23;400;0,17;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
56;20.05.2008;11:10:36;00:00:55;21;21;23;23;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
57;20.05.2008;11:10:37;00:00:56;21;21;23;23;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
58;20.05.2008;11:10:38;00:00:57;21;21;23;23;400;0,16;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
59;20.05.2008;11:10:39;00:00:58;21;21;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
60;20.05.2008;11:10:40;00:00:59;21;21;23;23;400;0,15;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
61;20.05.2008;11:10:41;00:01:00;21;21;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
62;20.05.2008;11:10:42;00:01:01;21;21;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
63;20.05.2008;11:10:43;00:01:02;21;21;24;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
64;20.05.2008;11:10:44;00:01:03;21;21;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
65;20.05.2008;11:10:45;00:01:04;21;22;23;23;400;0,14;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
66;20.05.2008;11:10:46;00:01:05;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
67;20.05.2008;11:10:47;00:01:06;21;22;24;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
68;20.05.2008;11:10:48;00:01:07;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
69;20.05.2008;11:10:49;00:01:08;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
70;20.05.2008;11:10:50;00:01:09;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
71;20.05.2008;11:10:51;00:01:10;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
72;20.05.2008;11:10:52;00:01:11;21;22;23;23;400;0,13;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
73;20.05.2008;11:10:53;00:01:12;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
74;20.05.2008;11:10:54;00:01:13;21;22;24;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
75;20.05.2008;11:10:55;00:01:14;21;22;24;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
76;20.05.2008;11:10:56;00:01:15;21;22;24;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
77;20.05.2008;11:10:57;00:01:16;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
78;20.05.2008;11:10:58;00:01:17;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;4;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
79;20.05.2008;11:10:59;00:01:18;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
80;20.05.2008;11:11:00;00:01:19;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
81;20.05.2008;11:11:01;00:01:20;21;22;23;23;400;0,12;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
82;20.05.2008;11:11:02;00:01:21;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
83;20.05.2008;11:11:03;00:01:22;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
84;20.05.2008;11:11:04;00:01:23;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
85;20.05.2008;11:11:05;00:01:24;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
86;20.05.2008;11:11:06;00:01:25;21;22;24;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
87;20.05.2008;11:11:07;00:01:26;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
88;20.05.2008;11:11:08;00:01:27;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
89;20.05.2008;11:11:09;00:01:28;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
90;20.05.2008;11:11:10;00:01:29;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
91;20.05.2008;11:11:11;00:01:30;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
92;20.05.2008;11:11:12;00:01:31;21;22;23;23;400;0,11;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
93;20.05.2008;11:11:13;00:01:32;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
94;20.05.2008;11:11:14;00:01:33;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
95;20.05.2008;11:11:15;00:01:34;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
96;20.05.2008;11:11:16;00:01:35;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
97;20.05.2008;11:11:17;00:01:36;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
98;20.05.2008;11:11:18;00:01:37;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
99;20.05.2008;11:11:19;00:01:38;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
100;20.05.2008;11:11:20;00:01:39;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
101;20.05.2008;11:11:21;00:01:40;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
102;20.05.2008;11:11:22;00:01:41;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
103;20.05.2008;11:11:23;00:01:42;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;-0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
104;20.05.2008;11:11:24;00:01:43;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
105;20.05.2008;11:11:25;00:01:44;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
106;20.05.2008;11:11:26;00:01:45;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;4;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
107;20.05.2008;11:11:27;00:01:46;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
108;20.05.2008;11:11:28;00:01:47;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
109;20.05.2008;11:11:29;00:01:48;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
110;20.05.2008;11:11:30;00:01:49;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
111;20.05.2008;11:11:31;00:01:50;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
112;20.05.2008;11:11:32;00:01:51;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
113;20.05.2008;11:11:33;00:01:52;21;22;23;23;400;0,10;4;-999;0;100;0;20;0;5;30,000;5;0,000;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
114;20.05.2008;11:11:34;00:01:53;21;22;23;23;400;0,09;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
115;20.05.2008;11:11:35;00:01:54;21;22;23;23;400;0,09;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
116;20.05.2008;11:11:36;00:01:55;21;22;23;23;400;0,09;4;-999;0;100;0;20;0;5;30,000;5;0,010;5;0,01;100;3;20;0,05;0,0;0,0;0,00;0,0;0,17;37,52
117;20.05.2008;11:11:37;00:01:56;21;22;23;23;400;0,09;4;-999;0;100;0;20;35;5;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
118;20.05.2008;11:11:38;00:01:57;21;22;23;23;400;0,09;4;-999;0;100;0;21;35;5;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
119;20.05.2008;11:11:39;00:01:58;21;22;23;23;400;0,09;4;-999;0;100;0;21;35;5;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
120;20.05.2008;11:11:40;00:01:59;21;22;23;23;400;0,09;4;-999;0;100;0;22;35;5;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
121;20.05.2008;11:11:41;00:02:00;21;22;23;23;400;0,09;4;-999;0;100;0;22;35;5;30,000;5;0,020;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
122;20.05.2008;11:11:42;00:02:01;21;22;23;23;400;0,09;4;-999;0;100;0;23;35;5;30,000;5;0,020;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
123;20.05.2008;11:11:43;00:02:02;21;22;23;23;400;0,09;4;-999;0;100;0;23;35;5;30,000;5;0,020;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
124;20.05.2008;11:11:44;00:02:03;21;22;23;23;400;0,09;4;-999;0;100;0;24;35;5;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
125;20.05.2008;11:11:45;00:02:04;21;22;23;23;400;0,09;4;-999;0;100;0;24;35;6;30,000;5;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,17;37,52
126;20.05.2008;11:11:46;00:02:05;21;22;23;23;400;0,09;4;-999;0;100;0;25;35;6;30,000;6;0,000;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,18;37,53
127;20.05.2008;11:11:47;00:02:06;21;22;23;23;400;0,09;4;-999;0;100;0;25;35;6;30,000;5;0,200;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,18;37,53
128;20.05.2008;11:11:48;00:02:07;21;23;23;23;400;0,09;4;-999;0;100;0;26;35;6;30,000;5;0,200;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,19;37,54
129;20.05.2008;11:11:49;00:02:08;21;22;23;23;400;0,09;4;-999;0;100;0;26;35;6;30,000;6;0,200;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,19;37,54
130;20.05.2008;11:11:50;00:02:09;21;23;23;23;400;0,09;4;-999;0;100;0;27;35;6;30,000;5;0,200;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,19;37,54
131;20.05.2008;11:11:51;00:02:10;21;23;23;23;400;0,09;4;-999;0;100;0;27;35;6;30,000;6;0,080;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,19;37,54
132;20.05.2008;11:11:52;00:02:11;21;22;23;23;400;0,09;4;-999;0;100;0;28;35;6;30,000;6;0,080;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,19;37,54
133;20.05.2008;11:11:53;00:02:12;21;23;23;23;400;0,09;4;-999;0;100;0;28;35;6;30,000;6;0,080;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,20;37,55
134;20.05.2008;11:11:54;00:02:13;21;23;23;23;400;0,09;4;-999;0;100;0;29;35;6;30,000;5;0,250;5;0,01;100;3;450;0,05;20,0;5,0;0,00;0,0;0,21;37,56
